airport,le_ident,he_ident,lat,lon,true_bearing_deg,declination_2026_deg,residual_2026_deg,residual_1976_deg,went_wrong_year
CYHU,10,28,45.51125,-73.4207,83.237,-13.668,-3.095,-1.34,
CYHY,05,23,60.84165,-115.779,65.255,15.78,-0.525,-14.975,
CYHY,14,32,60.83955,-115.7895,157.467,15.784,1.683,-12.766,
CYHZ,14,32,44.88735,-63.50625,126.111,-16.168,2.278,7.844,
CYIB,04,22,48.774,-91.6387,39.423,-1.776,1.199,-3.328,
CYID,06,24,44.5459,-65.78575,42.634,-15.77,-1.596,2.959,
CYIF,01,19,51.21165,-58.65835,352.847,-18.114,0.961,11.005,
CYIK,07,25,62.4172,-77.92525,51.198,-18.572,-0.229,15.046,
CYJM,10,28,54.39725,-124.263,123.142,16.716,6.426,-3.101,2016.82
CYJN,02,20,45.29415,-73.2758,0.0,-13.681,-6.319,-4.604,2011.05
CYJN,06,24,45.29515,-73.28095,44.969,-13.679,-1.353,0.361,
CYJN,11,29,45.2925,-73.2816,89.994,-13.678,-6.328,-4.616,2010.93
CYJT,02,20,48.53905,-58.5531,355.584,-17.259,-7.157,1.578,2015.13
CYJT,09,27,48.5446,-58.54985,71.654,-17.26,-1.086,7.652,
CYKA,05,23,50.70055,-120.439,62.019,15.191,-3.173,-10.842,
CYKD,13,31,68.2233,-135.006,152.706,18.275,4.431,-15.337,
CYKF,08,26,43.46164,-80.37826,66.295,-9.479,-4.226,-6.317,
CYKF,14,32,43.459,-80.38555,128.449,-9.473,-2.077,-4.172,
CYKG,14,32,61.58848,-71.9294,121.447,-21.196,2.643,18.896,
CYKL,17,35,54.80475,-66.8047,148.933,-18.902,-2.165,8.288,
CYKM,05,23,44.20265,-81.60045,42.926,-8.81,1.736,-0.562,
CYKM,13,31,44.2015,-81.60665,121.216,-8.806,0.022,-2.278,
CYKO,08,26,60.8186,-78.1486,63.133,-17.303,0.436,12.953,
CYKX,08,26,48.21025,-79.98125,70.667,-10.737,1.405,1.42,
CYKY,08,26,51.5183,-109.1805,89.994,11.085,-1.091,-8.854,
CYKY,17,35,51.5151,-109.18,180.0,11.085,-1.085,-8.846,
CYLB,11,29,54.7703,-112.0315,129.468,13.057,6.412,-3.098,2014.43
CYLD,05,23,47.8201,-83.3528,39.363,-8.285,-2.352,-4.059,
CYLD,10,28,47.82165,-83.3468,92.096,-8.29,0.386,-1.318,
CYLI,14,32,50.6747,-121.8935,163.299,15.491,7.808,0.141,2007.9
CYLJ,09,27,54.1237,-108.5225,100.064,11.058,-0.994,-9.863,
CYLJ,17,35,54.12715,-108.5155,174.675,11.054,-6.38,-15.249,
CYLL,08,26,53.3092,-110.0725,89.99,11.822,-1.832,-10.437,
CYLL,11,29,53.31025,-110.088,120.258,11.83,-1.572,-10.179,
CYLQ,01,19,47.4096,-72.78875,352.881,-14.408,-2.711,0.319,
CYLR,18,36,56.5136,-99.98515,183.391,4.778,-1.386,-9.271,
CYLS,10,28,44.48604,-79.55563,86.418,-10.187,-3.395,-4.793,
CYMA,07,25,63.6164,-135.868,89.987,18.065,1.921,-13.223,
CYME,09,27,48.8563,-67.4516,71.383,-16.544,-2.073,4.078,
CYMG,05,23,49.0839,-85.8606,42.368,-6.62,-1.013,-3.345,
CYMJ,03,21,50.32945,-105.553,43.686,8.829,4.857,-2.246,
CYMJ,11L,29R,50.33245,-105.559,118.006,8.833,-0.827,-7.931,
CYMJ,11R,29L,50.3264,-105.56,117.661,8.833,-1.172,-8.275,
CYML,14,32,47.5975,-70.2239,126.467,-15.411,1.877,6.163,
CYMM,08,26,56.6532,-111.2245,89.985,12.94,-2.955,-13.573,
CYMO,06,24,51.2921,-80.6029,43.244,-11.173,-5.584,-4.215,2020.62
CYMO,14,32,51.2921,-80.6136,127.159,-11.165,-1.675,-0.313,
CYMT,04,22,49.77185,-74.528,28.197,-14.305,2.502,6.097,
CYMW,03,21,46.27445,-75.99,16.754,-12.619,-0.627,0.323,
CYMX,06,24,45.68205,-74.00516,44.956,-13.449,-1.595,-0.023,
CYMY,10,28,50.71765,-93.38345,100.031,-0.525,0.556,-4.325,
CYNA,14,32,50.18985,-61.7892,118.103,-17.749,-4.148,4.624,
CYND,09,27,45.5217,-75.5636,75.182,-12.664,-2.154,-1.369,
CYNH,05,23,56.03555,-121.976,73.811,16.7,7.112,-3.418,2013.74
CYNM,15,33,49.7617,-77.8025,134.266,-12.528,-3.206,-1.266,
CYOC,04,22,67.56945,-139.8395,60.479,17.243,3.236,-14.523,
CYOD,04,22,54.40365,-110.27,51.543,12.089,-0.546,-9.723,
CYOD,13L,31R,54.405,-110.2875,143.684,12.099,1.585,-7.594,
CYOD,13R,31L,54.40555,-110.2965,142.799,12.104,0.695,-8.485,
CYOJ,13,31,58.6214,-117.165,152.83,15.932,6.897,-5.528,2014.71
CYOO,05,23,43.9229,-78.895,29.433,-10.482,-10.084,-11.428,
CYOO,12,30,43.9226,-78.89665,108.953,-10.481,-0.565,-1.91,
CYOP,09,27,58.49135,-119.408,110.461,16.612,3.849,-8.473,
CYOS,18,36,44.59045,-80.83765,170.179,-9.388,-0.433,-2.306,
CYOW,04,22,45.33049,-75.68626,27.03,-12.559,-0.411,0.228,
CYOW,07,25,45.31925,-75.6579,57.221,-12.571,-0.208,0.439,
CYOW,14,32,45.31891,-75.67058,126.31,-12.564,-1.126,-0.485,
CYPA,08,26,53.218,-105.67313,89.991,9.163,0.827,-7.295,
CYPA,16,34,53.21425,-105.67271,170.042,9.163,0.879,-7.242,
CYPD,11,29,45.6565,-61.36835,89.993,-16.501,-3.506,3.128,
CYPE,04,22,56.22665,-117.447,61.334,15.554,5.78,-4.862,2020.98
CYPG,02,20,49.9078,-98.2671,19.187,3.607,-4.42,-10.523,
CYPG,09,27,49.9118,-98.2718,88.366,3.61,-5.244,-11.349,
CYPG,13L,31R,49.9079,-98.2743,132.521,3.613,-1.092,-7.196,
CYPG,13R,31L,49.90105,-98.2739,134.15,3.612,0.538,-5.566,
CYPH,06,24,58.47193,-78.07702,46.758,-15.93,2.689,12.007,
CYPK,08L,26R,49.2189,-122.71,95.223,15.318,-0.095,-7.158,
CYPK,08R,26L,49.2143,-122.712,96.092,15.317,0.775,-6.286,
CYPK,18,36,49.2162,-122.7075,197.582,15.317,2.265,-4.797,
CYPL,09,27,51.4465,-90.2141,89.992,-3.415,3.407,-0.14,
CYPN,11,29,49.8364,-64.2886,89.992,-17.414,-2.594,5.246,
CYPQ,09,27,44.23054,-78.3632,75.953,-10.858,-3.189,-4.195,
CYPQ,13,31,44.22956,-78.35671,116.348,-10.862,-2.79,-3.793,
CYPR,13,31,54.2861,-130.445,150.376,17.088,3.288,-6.115,
CYPS,06,24,50.3025,-122.7375,82.669,15.563,7.106,-0.404,2011.24
CYPT,10,28,41.7806,-82.67803,89.507,-7.691,-2.802,-6.175,
CYPU,05,23,52.11285,-124.1445,67.09,16.189,0.901,-7.437,
CYPW,09,27,49.83355,-124.49959,105.576,15.728,-0.152,-7.476,
CYPX,01,19,60.05211,-77.28761,347.061,-17.379,-5.561,6.332,2024.59
CYPY,04,22,58.7671,-111.1175,51.728,13.176,-1.448,-13.643,
CYPZ,11,29,54.37645,-125.9515,135.502,16.908,8.594,-0.908,2007.77
CYQA,18,36,44.97665,-79.30625,169.759,-10.439,0.198,-0.906,
CYQB,06,24,46.79109,-71.39374,44.378,-14.792,-0.83,2.499,
CYQB,11,29,46.7878,-71.39165,97.362,-14.792,2.154,5.481,
CYQD,13,31,53.97135,-101.091,133.259,5.805,-2.545,-10.045,
CYQF,12,30,52.17915,-113.894,129.579,13.431,-3.853,-12.102,
CYQG,07,25,42.2791,-82.9559,62.004,-7.575,-0.422,-3.748,
CYQG,12,30,42.27025,-82.96195,115.394,-7.569,2.964,-0.367,
CYQH,09,27,60.1175,-128.8205,109.032,18.219,0.813,-12.369,
CYQI,06,24,43.8236,-66.08985,42.243,-15.562,-2.195,1.907,
CYQI,15,33,43.8325,-66.08615,133.043,-15.564,-1.393,2.715,
CYQK,08,26,49.78835,-94.3632,77.185,0.411,-3.226,-8.445,
CYQL,06,24,49.6269,-112.8025,69.713,12.516,-2.803,-9.955,
CYQL,13,31,49.6307,-112.7915,139.458,12.512,-3.055,-10.207,
CYQM,06,24,46.1161,-64.68098,42.493,-16.309,-1.197,4.527,
CYQM,11,29,46.10732,-64.6786,87.486,-16.308,-6.207,-0.486,2018.15
CYQN,09,27,50.18265,-86.69625,84.544,-6.174,0.718,-1.607,
CYQQ,12,30,49.71095,-124.887,135.058,15.751,-0.692,-7.968,
CYQQ,18,36,49.71385,-124.897,202.548,15.752,6.796,-0.481,2012.83
CYQR,08,26,50.4282,-104.667,89.306,8.271,1.035,-6.025,
CYQR,13,31,50.43125,-104.6595,137.26,8.266,-1.007,-8.066,
CYQS,03,21,42.76945,-81.1032,21.606,-8.893,0.498,-2.082,
CYQS,09,27,42.7728,-81.10985,83.36,-8.889,2.249,-0.333,
CYQS,15,33,42.76915,-81.10945,140.732,-8.888,-0.379,-2.962,
CYQT,07,25,48.37345,-89.31955,70.549,-3.659,4.208,0.349,
CYQT,12,30,48.371,-89.3288,121.531,-3.651,5.182,1.319,2011.13
CYQU,07,25,55.1844,-118.885,89.988,15.775,4.213,-5.777,
CYQU,12,30,55.18189,-118.89015,134.819,15.776,-0.957,-10.945,
CYQV,04,22,51.2653,-102.462,43.053,6.805,-3.752,-10.788,
CYQV,13,31,51.2621,-102.457,132.755,6.801,-4.046,-11.081,
CYQW,06,24,52.76715,-108.2475,77.334,10.727,6.607,-1.607,2011.95
CYQW,12,30,52.76915,-108.2425,139.082,10.724,8.358,0.144,2003.47
CYQX,03,21,48.9346,-54.56425,10.939,-17.037,-2.024,7.667,
CYQX,13,31,48.9497,-54.56875,107.2,-17.042,-5.758,3.938,2022.74
CYQY,06,24,46.1605,-60.05115,46.185,-16.652,2.838,10.095,
CYQY,18,36,46.1607,-60.039,164.831,-16.652,1.484,8.744,
CYQZ,13,31,53.0261,-122.5105,148.908,16.132,2.777,-6.013,
CYRC,06,24,48.5233,-71.0572,40.431,-15.388,-4.181,0.27,
CYRC,12,30,48.51686,-71.05056,104.813,-15.388,0.201,4.651,
CYRC,18,36,48.52235,-71.0497,161.1,-15.39,-3.51,0.944,
CYRI,05,23,47.76445,-69.5849,33.397,-15.658,-0.945,3.709,
CYRJ,16,34,48.52,-72.26555,143.015,-14.93,-2.055,1.848,
CYRL,08,26,51.06695,-93.79305,80.441,-0.21,0.651,-4.343,
CYRM,13,31,52.42975,-114.904,145.6,13.879,1.721,-6.676,
CYRO,09,27,45.46068,-75.64332,78.875,-12.61,1.485,2.204,
CYRP,10,28,45.31915,-76.0222,84.067,-12.383,-3.549,-3.067,
CYRV,12,30,50.96665,-118.183,137.652,14.671,2.981,-4.789,
CYSA,05,23,43.4157,-80.93375,41.781,-9.113,0.893,-1.419,
CYSA,17,35,43.41545,-80.93945,162.197,-9.109,1.306,-1.009,
CYSB,04,22,46.6254,-80.79845,28.596,-9.826,-1.578,-2.651,
CYSB,12,30,46.62725,-80.7979,106.413,-9.827,-3.761,-4.832,
CYSC,13,31,45.4385,-71.69135,118.991,-14.351,3.342,5.841,
CYSG,06,24,46.09635,-70.71465,46.121,-14.858,0.979,4.245,
CYSH,06,24,44.94575,-75.94055,48.023,-12.344,0.367,0.716,
CYSH,15,33,44.94503,-75.93636,137.024,-12.346,-0.63,-0.279,
CYSJ,05,23,45.31085,-65.8874,29.888,-15.924,-4.188,0.69,
CYSJ,14,32,45.3258,-65.89155,121.119,-15.927,-2.954,1.93,
CYSK,09,27,56.5369,-79.25013,70.048,-14.139,-5.813,0.564,2022.24
CYSL,18,36,47.1573,-67.8363,156.407,-15.971,-7.622,-2.575,2007.26
CYSM,03,21,60.02355,-111.958,39.072,13.807,-4.735,-18.147,
CYSM,12,30,60.0221,-111.9605,130.784,13.808,-3.024,-16.435,
CYSN,01,19,43.1893,-79.17735,358.219,-10.176,-1.605,-3.332,
CYSN,06,24,43.19205,-79.17115,52.71,-10.18,2.89,1.167,
CYSN,11,29,43.1925,-79.17435,96.226,-10.179,-3.595,-5.319,
CYSP,16,34,48.7553,-86.34445,152.811,-6.164,-1.024,-3.67,
CYSU,05,23,46.4403,-63.8335,35.837,-16.498,2.335,8.521,
CYSW,17,35,49.83335,-114.8835,183.395,13.369,0.026,-7.233,
CYSZ,14,32,49.12,-66.52915,120.461,-16.823,-2.716,3.937,
CYTA,17,35,45.86445,-77.2517,156.78,-11.841,-1.379,-1.202,
CYTF,13,31,48.50875,-71.64195,113.714,-15.169,-1.117,3.064,
CYTH,06,24,55.80026,-97.86241,60.986,2.912,-1.926,-8.705,
CYTH,15,33,55.80677,-97.86048,151.008,2.909,-1.901,-8.68,
CYTN,06,24,45.61185,-62.6211,45.964,-16.414,2.378,8.584,
CYTN,10,28,45.61045,-62.62335,81.418,-16.414,-2.168,4.036,
CYTR,06,24,44.11744,-77.52932,47.339,-11.315,-1.346,-2.046,
CYTR,13,31,44.1154,-77.5319,120.233,-11.313,1.546,0.844,
CYTS,03,21,48.5707,-81.37445,21.221,-9.883,1.104,0.622,
CYTS,10,28,48.56955,-81.37655,91.257,-9.881,1.138,0.655,
CYTZ,08,26,43.62922,-79.3962,71.305,-10.123,1.428,-0.225,
CYUB,10,28,69.4331,-133.02615,126.479,18.447,8.032,-13.886,2019.4
CYUL,06L,24R,45.47217,-73.75047,42.648,-13.514,-3.838,-2.251,
CYUL,06R,24L,45.46734,-73.7287,42.676,-13.523,-3.801,-2.207,
CYUY,08,26,48.2058,-78.8353,62.151,-11.469,-6.38,-5.813,2005.41
CYVB,13,31,48.07105,-65.4602,114.872,-16.708,1.58,8.031,
CYVC,11,29,55.1497,-105.2685,110.871,9.029,-8.158,-17.055,
CYVC,18,36,55.15135,-105.262,189.626,9.025,0.602,-8.295,
CYVG,10,28,53.356,-110.8235,118.363,12.222,6.141,-2.538,2015.49
CYVK,05,23,50.24805,-119.3305,69.588,14.826,4.762,-2.705,
CYVO,18,36,48.05325,-77.78265,169.137,-12.067,1.203,2.203,
CYVP,07,25,58.0904,-68.4274,43.351,-20.169,-6.479,6.493,2021.16
CYVP,13,31,58.10345,-68.4193,103.077,-20.179,-6.744,6.243,2020.2
CYVQ,10,28,65.28165,-126.798,119.003,18.843,0.16,-18.229,
CYVR,08L,26R,49.2028,-123.1805,99.292,15.393,3.899,-3.161,
CYVR,08R,26L,49.18725,-123.1845,100.471,15.39,5.08,-1.973,2025.98
CYVR,13,31,49.19205,-123.1915,141.579,15.392,-3.814,-10.869,
CYVT,06,24,55.84195,-108.433,80.754,11.21,9.545,-0.239,2001.04
CYVT,12,30,55.8389,-108.4225,128.152,11.203,-3.051,-12.832,
CYVV,05,23,44.7442,-81.11055,43.479,-9.237,2.716,0.791,
CYVV,11,29,44.7421,-81.10585,99.524,-9.24,-1.237,-3.16,
CYWG,13,31,49.90405,-97.2397,137.297,2.785,4.513,-1.39,
CYWG,18,36,49.91045,-97.23795,189.264,2.783,6.481,0.579,2006.44
CYWK,18,36,52.92273,-66.86467,160.343,-18.09,-1.567,7.435,
CYWL,12,30,52.1825,-122.0535,136.058,15.858,0.2,-8.165,
CYWM,17,35,54.7432,-113.204,180.0,13.605,-3.605,-13.167,
CYWV,13,31,52.79585,-110.8575,138.18,12.151,-3.971,-12.384,
CYWY,11,29,63.20945,-123.437,131.104,18.301,2.803,-13.759,
CYXC,16,34,49.6115,-115.7825,177.732,13.642,4.09,-3.09,
CYXE,09,27,52.17635,-106.7,100.987,9.726,1.261,-6.572,
CYXE,15,33,52.17107,-106.70086,162.622,9.726,2.896,-4.935,
CYXH,03,21,50.0189,-110.7205,44.595,11.647,2.948,-4.304,
CYXH,09,27,50.0158,-110.719,105.857,11.646,4.211,-3.04,
CYXJ,03,21,56.2385,-120.7385,44.567,16.479,-1.912,-12.582,
CYXJ,12,30,56.23835,-120.7415,136.071,16.48,-0.409,-11.079,
CYXK,07,25,48.47805,-68.4968,48.669,-16.172,-5.159,0.356,2025.56
CYXL,16,34,50.11408,-91.90568,159.096,-1.724,0.82,-3.625,
CYXR,08,26,47.6976,-79.8471,63.301,-10.699,-6.0,-6.166,2008.69
CYXR,16,34,47.69235,-79.85805,149.185,-10.69,-0.124,-0.298,
CYXS,01,19,53.8903,-122.6735,31.14,16.354,4.786,-4.464,
CYXS,06,24,53.8872,-122.6805,78.512,16.355,2.158,-7.091,
CYXT,03,21,54.4635,-128.574,51.699,17.097,4.602,-4.921,
CYXT,15,33,54.46855,-128.5875,171.85,17.099,4.751,-4.774,
CYXU,09,27,43.0399,-81.15235,78.007,-8.906,-3.087,-5.6,
CYXU,15,33,43.03305,-81.14895,138.665,-8.907,-2.429,-4.942,
CYXX,01,19,49.025,-122.3745,24.803,15.216,-0.413,-7.398,
CYXX,07,25,49.01965,-122.36,86.723,15.212,1.511,-5.471,
CYXY,14L,32R,60.71004,-135.06382,159.3,17.883,1.417,-11.65,
CYXY,14R,32L,60.70965,-135.067,157.871,17.882,-0.012,-13.078,
CYXZ,03,21,47.96665,-84.7867,23.548,-7.233,0.781,-1.481,
CYYB,08,26,46.36335,-79.4229,64.713,-10.661,-4.627,-5.203,
CYYB,13,31,46.36835,-79.4218,119.0,-10.662,-0.338,-0.911,
CYYB,18,36,46.36375,-79.424,168.193,-10.66,-1.147,-1.724,
CYYC,11,29,51.121,-114.0215,118.95,13.285,-4.335,-12.112,
CYYC,17L,35R,51.12915,-113.99,180.0,13.274,-3.274,-11.053,
CYYC,17R,35L,51.114,-114.021,180.0,13.283,-3.283,-11.057,
CYYD,15,33,54.82485,-127.1825,172.692,17.105,5.587,-4.152,2022.92
CYYE,04,22,58.83555,-122.602,56.779,17.41,-0.631,-13.156,
CYYE,08,26,58.83695,-122.5885,103.908,17.408,6.5,-6.027,2018.21
CYYF,16,34,49.46125,-119.6015,182.289,14.725,7.564,0.42,2008.04
CYYG,03,21,46.28915,-63.1253,9.164,-16.534,-4.302,2.053,
CYYJ,03,21,48.6469,-123.4265,44.814,15.309,-0.496,-7.34,
CYYJ,09,27,48.6485,-123.426,105.075,15.31,-0.235,-7.079,
CYYJ,14,32,48.64655,-123.428,150.884,15.31,-4.426,-11.27,
CYYL,08,26,56.86115,-101.076,87.37,5.722,1.648,-6.804,
CYYL,17,35,56.86375,-101.07,180.0,5.717,4.283,-4.167,
CYYN,04,22,50.2911,-107.695,49.321,10.103,-0.782,-8.01,
CYYN,13,31,50.2925,-107.6895,135.241,10.1,-4.859,-12.088,
CYYO,09,27,51.8089,-104.169,100.43,8.038,2.392,-5.03,
CYYQ,07,25,58.75345,-94.06115,71.3,-1.387,2.688,-1.67,
CYYQ,15,33,58.7345,-94.06655,152.622,-1.376,3.999,-0.367,
CYYR,08,26,53.31265,-60.4274,54.772,-18.931,-6.297,4.61,2020.83
CYYR,15,33,53.325,-60.4204,132.879,-18.936,1.815,12.731,
CYYT,10,28,47.62415,-52.7561,85.804,-16.409,2.213,11.66,
CYYT,16,34,47.6182,-52.74265,142.094,-16.405,-1.501,7.945,
CYYU,17,35,49.41385,-82.4675,156.191,-9.31,-4.5,-5.118,
CYYW,12,30,50.29665,-88.91735,116.542,-4.325,0.867,-2.403,
CYYW,18,36,50.29015,-88.90955,178.652,-4.331,2.983,-0.285,
CYYY,06,24,48.61,-68.2086,38.938,-16.286,-4.776,0.933,
CYYY,15,33,48.6045,-68.20985,133.168,-16.284,-0.548,5.157,
CYYZ,05,23,43.6843,-79.6486,46.867,-9.978,6.845,5.112,1974.88
CYYZ,06L,24R,43.67001,-79.6104,46.528,-9.999,-3.473,-5.196,
CYYZ,06R,24L,43.66679,-79.60958,46.52,-9.999,-3.482,-5.206,
CYYZ,15L,33R,43.68095,-79.62805,136.83,-9.99,-3.18,-4.906,
CYYZ,15R,33L,43.67665,-79.64,137.128,-9.982,-2.891,-4.623,
CYZD,15,33,43.7425,-79.46555,138.946,-10.102,-0.953,-2.592,
CYZE,11,29,45.88525,-82.56775,97.338,-8.457,-4.204,-6.297,
CYZF,10,28,62.4683,-114.44,116.472,15.382,1.09,-15.143,
CYZF,16,34,62.463,-114.4425,176.106,15.383,0.723,-15.504,
CYZH,10,28,55.2933,-114.778,115.04,14.384,0.656,-9.307,
CYZP,13,31,53.2543,-131.814,143.634,16.855,-3.22,-12.095,
CYZR,06,24,42.9993,-82.30695,49.491,-8.129,-2.38,-5.301,
CYZR,15,33,42.9993,-82.30875,136.674,-8.128,-5.198,-8.119,
CYZT,08,26,50.6803,-127.367,92.992,16.209,-3.217,-10.917,
CYZT,11,29,50.68165,-127.365,131.197,16.209,4.988,-2.712,
CYZT,16,34,50.6804,-127.3715,176.634,16.209,0.425,-7.275,
CYZU,11,29,54.14385,-115.787,125.157,14.55,0.607,-8.711,
CYZV,09,27,50.2204,-66.26585,69.509,-17.226,-3.265,4.141,
CYZV,13,31,50.22695,-66.2647,109.342,-17.228,-3.43,3.981,
CYZW,09,27,60.1728,-132.743,106.354,18.067,-1.713,-14.616,
CYZX,08,26,44.9859,-64.9186,64.04,-16.009,0.049,5.143,
CYZX,12,30,44.9804,-64.91655,106.885,-16.008,2.893,7.985,
CYZY,17,35,55.3043,-123.132,184.811,16.747,-1.937,-12.0,
CZ-0192,15,33,49.97719,16.18509,149.334,5.548,-6.213,-0.889,2017.34
CZAM,14,32,50.6828,-119.2285,157.611,14.894,2.717,-4.936,
CZBA,09,27,43.44135,-79.85025,79.702,-9.808,-0.49,-2.387,
CZBA,14,32,43.4417,-79.84945,130.782,-9.809,0.59,-1.307,
CZBB,07,25,49.078,-123.008,90.712,15.337,5.375,-1.634,2023.42
CZBM,05,23,45.29094,-72.74197,37.396,-13.904,1.3,3.255,
CZBM,05R,23L,45.2908,-72.7404,34.449,-13.905,-1.647,0.309,
CZFA,09,27,62.2075,-133.376,113.198,18.282,4.915,-9.452,
CZFM,12,30,67.4069,-134.85976,143.245,18.344,4.901,-13.997,
CZGF,07,25,49.0153,-118.43,89.993,14.328,5.665,-1.298,2020.39
CZHP,07,25,55.3936,-116.4755,88.941,15.051,3.89,-6.189,
CZJN,02,20,52.1206,-101.236,27.137,5.913,1.224,-5.823,
CZJN,08,26,52.1163,-101.236,85.345,5.913,-0.568,-7.613,
CZML,15,33,51.73665,-121.3335,161.114,15.615,-4.501,-12.648,
CZMT,13,31,54.0248,-132.11749,145.644,16.999,-1.356,-10.604,
CZNL,04,22,49.494,-117.3005,59.622,14.105,5.517,-1.628,2021.83
CZPC,08,26,49.5206,-113.997,89.989,12.977,-2.988,-10.115,
CZST,18,36,55.93545,-129.98399,192.293,17.426,-5.133,-15.451,
CZUC,05,23,49.4296,-91.7179,49.286,-1.793,1.079,-3.392,
CZUM,13,31,53.5626,-64.10595,104.587,-18.805,-6.609,3.652,2019.27
CZVL,08,26,53.67264,-113.85067,99.985,13.692,6.292,-2.703,2015.25
CZVL,16,34,53.66745,-113.86521,180.0,13.698,6.302,-2.691,2015.17
D03,12,30,46.3068,-98.93885,124.907,4.139,0.768,-5.044,
D06,17,35,48.29265,-97.3941,180.0,2.963,7.037,1.228,2003.17
D15,11,29,43.64445,-84.982,98.954,-6.339,-4.707,-8.288,
D20,09,27,43.1125,-82.7874,89.997,-7.819,7.816,4.77,1977.76
D24,08,26,47.6594,-99.66415,89.996,4.679,5.316,-0.71,2021.66
D29,17,35,48.61855,-97.177,180.0,2.783,7.217,1.419,2001.64
D32,15,33,45.59875,-95.5375,173.052,1.615,21.438,15.988,
D41,17,35,48.46095,-96.86575,175.311,2.543,2.769,-2.967,
D49,07,25,48.8986,-102.792,69.988,6.922,-6.934,-13.449,
D58,12,30,45.415,-101.086,131.343,5.607,5.736,-0.085,2016.94
D58,17,35,45.4147,-101.082,180.0,5.604,4.396,-1.425,
D61,03,21,48.3588,-100.3945,36.097,5.221,0.876,-5.321,
D63,09,27,40.49205,-123.598,110.645,13.591,7.054,2.688,2006.23
D65,17,35,43.4341,-98.3988,174.411,3.725,0.686,-4.858,
D90,10,28,44.9237,-85.06495,102.377,-6.473,8.85,5.567,1970.56
D90,18,36,44.9264,-85.0686,180.0,-6.471,6.471,3.187,1990.88
DA10,05,23,26.5752,8.48609,53.381,2.258,1.123,5.864,
DA10,09,27,26.57365,8.48341,95.076,2.257,2.819,7.56,
DA11,09,27,30.87915,-3.06773,85.551,0.545,-4.994,1.255,
DA12,12,30,32.8985,0.52468,115.396,1.432,-6.036,-0.08,2017.61
DA13,06,24,28.87925,-5.8229,51.323,-0.252,-8.425,-1.997,1998.66
DA14,05,23,35.9061,0.14613,44.07,1.488,-7.417,-1.22,2006.52
DA14,13,31,35.90765,0.15124,126.461,1.489,-5.028,1.169,2026.37
DA15,18,36,34.8972,0.15169,175.108,1.451,-6.343,-0.214,2015.65
DA16,09,27,27.5828,-7.49972,82.361,-0.791,-6.848,-0.32,2012.46
DA16,09L,27R,27.5869,-7.50026,82.427,-0.791,-6.782,-0.254,2013.01
DA16,09R,27L,27.5851,-7.50007,82.46,-0.791,-6.749,-0.221,2013.28
DAAB,06,24,36.5047,2.81262,66.282,2.056,4.226,10.13,
DAAD,04,22,35.33278,4.20595,41.838,2.26,-0.422,5.227,
DAAE,08,26,36.7118,5.06986,80.373,2.487,-2.114,3.512,
DAAF,08,26,27.06235,1.1111,79.204,1.13,-1.926,3.644,
DAAG,05,23,36.7034,3.23579,52.921,2.146,0.775,6.638,
DAAG,09,27,36.69165,3.19037,91.626,2.137,-0.511,5.358,
DAAJ,02,20,24.28405,9.44829,21.219,2.178,-0.959,3.644,
DAAJ,13,31,24.285,9.46444,125.254,2.18,-6.926,-2.324,2004.72
DAAK,04,22,36.54585,2.87632,42.647,2.07,0.577,6.476,
DAAN,08,26,26.71005,0.28567,71.168,0.945,-9.777,-4.126,1982.56
DAAP,09,27,26.7235,8.62265,90.414,2.291,-1.877,2.855,
DAAQ,09L,27R,35.5266,2.87875,91.166,2.025,-0.859,4.972,
DAAQ,09R,27L,35.5243,2.87873,91.166,2.025,-0.859,4.972,
DAAS,09,27,36.17849,5.32992,86.859,2.505,-5.645,-0.086,2020.41
DAAT,02,20,22.81145,5.45107,22.364,1.444,0.919,5.861,
DAAT,08,26,22.8093,5.43773,81.79,1.442,0.348,5.291,
DAAV,17,35,36.7951,5.87361,171.008,2.633,-1.624,3.903,
DAAY,06,24,33.5341,-0.24487,50.963,1.306,-10.343,-4.256,1981.32
DAAY,17,35,33.5227,-0.23661,160.021,1.307,-11.287,-5.201,1974.44
DAAZ,07,25,35.7522,0.62627,66.864,1.584,-4.72,1.408,
DABB,05,23,36.82695,7.81677,51.752,2.96,-1.208,4.07,
DABB,18,36,36.8317,7.81072,186.91,2.959,3.95,9.229,
DABC,13,31,36.27665,6.62402,135.801,2.731,3.07,8.468,
DABC,16,34,36.27545,6.61653,159.085,2.73,-3.644,1.754,
DABS,11,29,35.43318,8.12379,113.003,2.918,0.085,5.243,
DABS,12,30,35.42963,8.12079,124.003,2.918,1.085,6.244,
DABT,05,23,35.7521,6.30859,54.806,2.647,2.158,7.565,
DAFH,08,26,32.93045,3.31154,79.116,1.961,-2.845,2.771,
DAFH,09,27,32.9323,3.3091,88.215,1.961,-3.745,1.871,
DAOB,08,26,35.34115,1.46314,81.255,1.74,-0.485,5.512,
DAOE,07,25,35.7371,-0.80443,64.978,1.274,-6.296,0.004,2016.35
DAOF,08L,26R,27.70175,-8.1675,75.643,-0.969,-3.388,3.205,
DAOF,08R,26L,27.699,-8.1667,75.457,-0.969,-3.574,3.019,
DAOI,07,25,36.21256,1.33154,66.444,1.748,-5.304,0.768,2023.92
DAOI,08,26,36.21755,1.34407,77.234,1.751,-4.516,1.554,
