airport,le_ident,he_ident,lat,lon,true_bearing_deg,declination_2026_deg,residual_2026_deg,residual_1976_deg,went_wrong_year
US-9350,15,33,43.14725,-75.38505,137.206,-12.257,-0.538,-0.72,
US-9351,06,24,28.38915,-178.2975,68.123,6.828,1.295,-1.661,
US-9363,09,27,43.3417,-85.7751,89.997,-5.712,5.709,1.839,2004.87
US-9382,13,31,40.2125,-104.7445,140.588,7.417,3.171,-1.871,
US-9406,14,32,37.03335,-110.3175,148.894,9.54,-0.646,-4.837,
US-9417,18,36,43.0645,-82.7238,177.313,-7.855,5.168,2.129,2007.5
US-9428,16,34,29.97605,-98.74365,166.454,3.63,2.824,-1.909,
US-9435,7,25,61.93455,-162.8995,90.796,8.548,12.248,2.357,1999.67
US-9512,17,35,39.19415,-99.30305,180.623,4.218,6.405,1.171,2011.23
US-9515,12,30,37.3132,-89.9947,122.07,-2.06,4.13,-1.181,
US-9531,04,22,37.6943,-77.66165,30.058,-10.19,0.248,-2.685,
US-9552,07,25,42.9215,-82.5855,60.579,-7.927,-1.494,-4.528,
US-9574,02,20,35.5414,-97.4532,25.028,2.982,2.046,-3.101,
US-9578,04,22,42.2233,-72.31135,28.056,-13.444,1.5,2.258,
US-9589,06,24,39.6334,-83.74995,50.94,-6.672,-2.387,-6.542,
US-9646,18,36,34.97315,-91.526,183.947,-0.871,4.819,-0.623,
US-9658,14,32,34.0749,-97.1065,150.995,2.753,8.242,3.127,1995.57
US-9713,12,30,40.83025,-80.4137,97.498,-9.026,-13.475,-16.405,
US-9769,09,27,46.3237,-94.6388,100.792,0.885,9.907,4.573,1978.41
US-9780,12,30,45.2223,-95.401,116.737,1.524,-4.787,-10.217,
US-9791,08,26,33.74,-85.8258,89.998,-4.654,14.652,9.284,
US-9792,01,19,35.93065,-91.74595,8.691,-0.765,-0.544,-5.956,
US-9802,12,30,46.50205,-95.33685,120.793,1.423,-0.629,-6.065,
US-9836,17,35,36.3,-97.31695,175.46,2.908,2.552,-2.637,
US-9866,01,19,42.36515,-85.5548,10.358,-5.744,6.102,2.082,2000.9
US-9866,09,27,42.3658,-85.5577,89.997,-5.742,5.739,1.718,2005.87
US-9870,03,21,47.90835,-116.709,44.179,13.604,0.575,-5.976,
US-9879,18,36,40.00525,-88.5586,180.0,-3.292,3.292,-1.658,
US-9919,06,24,28.6783,-99.79865,59.687,4.152,-4.465,-8.978,
US-9923,18,36,41.1815,-89.1467,180.0,-2.962,2.962,-1.935,
US-9926,18,36,43.6542,-89.62245,183.875,-2.831,6.706,2.023,1999.85
US-9929,16,34,43.03705,-96.4929,169.446,2.381,7.065,1.606,2003.95
US-9962,03,21,33.2414,-111.9025,47.514,9.535,7.979,4.453,1985.5
US-9962,12,30,33.2446,-111.9185,135.756,9.541,6.215,2.69,2012.78
US-9971,01,19,31.84305,-110.9765,25.608,9.036,6.572,3.137,2009.22
US-9985,05,23,36.2536,-79.90805,42.95,-8.716,1.665,-2.295,
US-9992,02,20,36.4717,-110.418,33.316,9.498,3.818,-0.281,
US-9993,14,32,35.6917,-119.4885,157.824,11.918,5.906,2.465,2015.18
US-OI05,13,31,33.08895,53.41735,117.98,4.141,-16.161,-14.794,
USCC,09,27,55.30585,61.50335,103.483,14.265,-0.782,1.391,
USCM,36,18,53.3931,58.75565,16.3,13.023,3.277,5.588,
USDA,04,22,71.21453,72.03894,65.845,30.277,-4.432,-0.335,
USDB,10,28,70.31515,68.33361,125.289,29.41,-4.121,0.224,
USDD,04,22,66.59075,66.611,61.299,24.555,-3.256,-0.047,
USHH,06,24,61.0285,69.08605,75.224,18.074,-2.85,-1.207,
USHN,16,34,62.11049,65.61383,182.428,19.728,2.7,5.072,
USHQ,16,34,63.68797,66.69974,182.334,21.214,1.12,3.597,
USHS,12,30,61.32443,63.60434,142.184,19.164,3.02,5.575,
USKK,06,24,58.50092,49.33359,71.784,16.033,-4.249,-0.514,
USMM,14,32,65.4823,72.69825,157.17,21.884,-4.715,-3.002,
USNN,03,21,60.94925,76.4836,42.376,15.576,-3.2,-2.951,
USPP,03,21,57.9145,56.02125,45.969,16.28,-0.311,2.717,
USRK,17,35,62.1904,74.5338,190.028,17.574,2.454,3.21,
USRO,01,19,63.1839,75.269,24.933,18.304,-3.37,-2.644,
USRR,07,25,61.3437,73.40185,89.523,17.157,2.366,3.256,
USSS,08L,26R,56.7448,60.8018,89.983,15.39,-5.407,-3.031,2019.08
USSS,08R,26L,56.74145,60.80365,94.007,15.388,-1.381,0.995,
USTR,03,21,57.17825,65.29935,47.745,15.356,2.389,4.239,
USTR,12,30,57.18125,65.3397,134.887,15.353,-0.466,1.378,
USUU,02,20,55.47506,65.41513,30.133,14.022,-3.889,-2.169,
UT1A,08,26,40.1207,70.6593,79.877,5.055,-5.178,-3.992,2019.35
UT1B,13,31,37.6404,69.6466,130.617,4.321,-3.704,-2.433,
UT1C,16,34,37.5022,71.5132,157.771,4.074,-6.303,-5.089,
UT1E,01,19,41.1244,61.4153,6.248,6.329,-10.081,-8.54,
UT1F,06,24,40.0381,53.32865,139.552,6.312,73.239,75.005,
UT1G,15,33,38.01195,58.19505,153.361,5.347,-1.986,-0.476,
UT1H,11,29,39.4806,54.366,109.207,6.068,-6.861,-5.167,1904.3
UT1J,12,30,39.41045,53.1982,127.513,6.091,1.422,3.153,
UT1M,02,20,37.62435,67.5176,21.771,4.524,-2.754,-1.427,
UT1P,03,21,39.6894,64.5504,35.064,5.524,-0.461,0.95,
UT1Q,04,22,40.2527,67.9108,44.169,5.42,-1.251,0.048,
UT47,17,35,37.09794,-113.31211,179.903,10.587,-0.685,-4.679,
UT65,01,19,39.998,-113.9775,23.622,11.284,2.338,-2.153,
UTAA,11L,29R,37.99181,58.36196,119.37,5.33,4.04,5.546,
UTAA,11R,29L,37.98153,58.35463,119.375,5.327,4.048,5.554,
UTAE,16,34,37.82226,65.1353,164.412,4.8,-0.387,0.99,
UTAK,16L,34R,40.06348,53.00729,166.47,6.333,0.137,1.916,
UTAK,16R,34L,40.06623,53.00412,166.46,6.334,0.126,1.906,
UTAM,17L,35R,37.6203,61.89765,178.36,4.974,3.386,4.816,
UTAV,13,31,38.93071,63.56386,130.425,5.32,-4.896,-3.47,
UTDD,09,27,38.5435,68.8246,89.989,4.709,-4.72,-3.436,
UTDK,01,19,37.98835,69.8067,16.509,4.418,2.091,3.352,
UTDL,08,26,40.2154,69.6947,82.36,5.206,-2.846,-1.619,
UTFN,10,28,40.9846,71.55675,107.833,5.251,2.581,3.703,
UTKA,04,22,40.72775,72.294,45.705,5.056,0.649,1.739,
UTKF,18,36,40.35875,71.745,183.67,5.0,-1.329,-0.2,
UTNM,04,22,43.7552,59.03085,48.63,7.612,1.018,2.761,
UTNN,07,25,42.48955,59.62805,76.092,7.016,-0.924,0.736,
UTNN,15,33,42.48921,59.62274,154.536,7.016,-2.48,-0.82,
UTNT,02,20,41.57495,60.96665,26.68,6.545,0.135,1.708,
UTNU,13,31,41.5831,60.64335,138.669,6.569,2.1,3.685,
UTSA,07,25,40.11734,65.17123,77.425,5.634,1.791,3.186,
UTSB,01,19,39.775,64.48335,10.994,5.562,-4.568,-3.155,
UTSK,16,34,38.80185,65.77475,163.799,5.091,-1.292,0.077,
UTSL,07,25,38.83365,65.92145,76.926,5.09,1.837,3.202,
UTSN,18,36,41.61395,64.2332,182.591,6.314,-3.722,-2.274,
UTSR,15,33,38.41055,67.94515,152.214,4.751,-2.537,-1.226,
UTSS,09,27,39.70165,66.98244,95.687,5.308,0.379,1.713,
UTST,07,25,37.28665,67.30915,75.169,4.431,0.737,2.071,
UTSU,09,27,42.0831,63.4493,90.851,6.576,-5.725,-4.236,2011.08
UTTP,08,26,41.31265,69.39145,81.863,5.656,-3.793,-2.57,
UTTT,08R,26L,41.2558,69.2825,80.934,5.647,-4.713,-3.485,
UUBI,11,29,56.94237,40.93233,121.211,13.443,-2.232,1.902,
UUBP,16,34,53.21415,34.17645,171.505,10.191,1.314,5.35,
UUDD,13C,31C,55.40816,37.92592,145.636,11.969,3.667,7.77,
UUDD,13R,31L,55.40809,37.88773,145.562,11.961,3.601,7.706,
UUDL,05,23,57.56065,40.15735,63.35,13.631,-0.282,4.011,
UUEE,06C,24C,55.9739,37.4142,75.085,12.145,2.939,7.167,
UUEE,06L,24R,55.9847,37.3537,75.075,12.137,2.938,7.172,
UUEE,06R,24L,55.9714,37.415,75.014,12.144,2.87,7.097,
UUEM,07,25,56.8247,35.75765,74.996,12.188,-7.192,-2.701,2009.78
UUMO,07,25,55.50755,37.50415,84.686,11.929,2.757,6.904,
UUMU,12L,30R,55.88098,38.0618,130.478,12.24,-1.762,2.405,
UUMU,12R,30L,55.8783,38.0595,130.481,12.238,-1.758,2.409,
UUOB,11,29,50.64375,36.59015,117.323,9.582,-2.259,1.283,
UUOB,12,30,50.6447,36.5899,117.339,9.583,-12.244,-8.701,1911.39
UUOK,12,30,51.7506,36.2956,124.074,9.981,-5.907,-2.21,2017.05
UUOO,12,30,51.8142,39.2296,130.619,10.487,0.133,3.654,
UUOT,14,32,52.80639,41.48275,153.157,11.309,1.848,5.355,
UUWW,01,19,55.5992,37.26725,23.438,11.924,1.514,5.693,
UUWW,06,24,55.59225,37.2645,68.493,11.92,-3.426,0.751,
UUYH,18,36,63.5669,53.80455,195.446,20.87,-5.424,-1.196,2022.71
UUYS,13,31,66.00476,57.36728,156.77,23.755,3.015,7.431,
UUYY,18,36,61.64697,50.84512,201.771,18.717,3.055,7.193,
UWGG,06,24,56.21085,43.79015,67.847,13.575,-5.728,-1.909,2018.97
UWGG,15,33,56.21265,43.78475,159.081,13.575,-4.494,-0.674,
UWGG,18R,36L,56.22965,43.78215,191.603,13.585,-1.982,1.841,
UWKD,11,29,55.6075,49.27545,124.338,14.026,0.312,3.649,
UWKE,03,21,55.5647,52.0925,47.023,14.288,2.735,5.843,
UWKS,06,24,56.0903,47.34725,71.882,14.083,-2.201,1.344,
UWKS,06R,24L,56.0888,47.3478,71.901,14.082,-2.181,1.364,
UWLW,02,20,54.40105,48.8027,31.46,13.2,-1.74,1.485,
UWOO,08,26,51.7958,55.45675,89.986,11.999,-2.013,0.456,
UWOR,01,19,51.0756,58.5841,16.209,11.534,-5.324,-3.159,2019.37
UWOR,07,25,51.0725,58.5956,76.719,11.531,-4.812,-2.648,
UWOR,07R,25L,51.07285,58.60375,76.615,11.531,-4.917,-2.753,
UWOR,16,34,51.07545,58.5859,172.189,11.533,0.655,2.821,
UWPS,02,20,54.12522,45.21269,32.971,12.575,0.396,3.834,
UWSG,08,26,51.71263,46.17121,92.098,11.358,0.74,3.834,
UWUU,14,32,54.55985,55.9043,151.327,13.812,-2.485,0.187,
UWUU,14R,32L,54.55845,55.86354,150.747,13.81,-3.063,-0.387,
UWWW,05,23,53.5039,50.1521,61.785,12.78,-0.995,2.031,
UWWW,15,33,53.5059,50.17675,160.001,12.783,-2.783,0.242,
UY-0002,06,24,-34.4783,-54.2822,58.234,-13.427,11.661,4.836,1977.05
UY-0002,09,27,-34.4789,-54.2819,84.008,-13.427,7.435,0.611,2008.49
UY-0023,13,31,-31.8049,-54.26385,113.492,-14.977,-1.531,-8.764,
UZ-0003,08,26,44.0541,57.54785,90.34,7.816,2.524,4.354,
UZ-0135,07,25,40.40225,70.5276,68.866,5.173,-6.307,-5.121,
UZ-UT73,01,19,39.13775,65.1653,18.593,5.266,3.326,4.714,
UZ-UT77,18,36,43.083,58.8842,181.934,7.317,-5.383,-3.664,2017.36
VA1B,08,26,19.9947,79.2225,79.34,-0.151,-0.509,0.743,
VA1C,14,32,23.44695,75.42025,140.229,0.563,-0.334,1.062,
VA1D,08,26,24.12515,83.0406,84.225,0.183,4.041,5.003,
VA1E,04,22,21.29415,81.3795,44.219,-0.078,4.297,5.402,
VA1F,06,24,24.40235,81.81475,63.716,0.302,3.414,4.464,
VA1G,07,25,24.50345,81.22035,69.981,0.356,-0.374,0.717,
VA1H,18,36,25.1415,74.61145,172.682,0.901,-8.219,-6.821,
VA1J,17,35,23.7536,78.85575,172.273,0.402,1.871,3.117,
VA1K,06,24,23.22245,68.89125,60.26,0.901,-0.641,0.779,
VA1L,08,26,21.9261,78.11365,80.914,0.174,0.74,2.041,
VA1M,10,28,17.28585,74.15805,96.489,-0.343,-3.169,-1.713,
VA1N,14,32,24.4308,74.8678,139.877,0.761,-0.884,0.516,
VA1O,14,32,23.23525,81.50375,143.44,0.166,3.274,4.357,
VA1P,05,23,20.7131,70.92115,51.646,0.354,1.292,2.752,
VA1P,13,31,20.71505,70.9201,131.514,0.354,1.159,2.619,
VA2A,11,29,27.11295,72.389,116.132,1.417,4.715,6.123,
VA2B,11,29,28.9049,77.67735,111.628,1.347,0.281,1.503,
VA2D,08,26,23.38145,75.02565,77.115,0.575,-3.461,-2.053,
VA42,09,27,38.3585,-77.4522,79.699,-10.396,0.095,-2.575,
VAAH,05,23,23.0772,72.63465,44.62,0.663,-6.043,-4.593,1996.65
VAAK,10,28,20.69905,77.05865,103.233,0.047,3.186,4.544,
VAAU,09,27,19.86303,75.3955,89.417,-0.001,-0.582,0.839,
VABB,09,27,19.08865,72.86455,89.084,-0.006,-0.909,0.559,
VABB,14,32,19.0893,72.86725,134.204,-0.006,-5.789,-4.321,2006.53
VABJ,05,23,23.2878,69.6702,45.134,0.869,-5.735,-4.301,2009.21
VABO,04,22,22.33615,73.2263,44.148,0.504,3.644,5.094,
VABV,07,25,21.75225,72.18575,67.852,0.462,-2.61,-1.15,
VADN,03,21,20.43035,72.8412,25.386,0.21,-4.824,-3.36,
VADN,09,27,20.43455,72.8403,94.423,0.211,4.212,5.675,
VADS,06,24,24.26795,72.20445,52.768,0.897,-8.129,-6.687,
VAGN,14,32,24.6547,77.34735,140.856,0.639,0.217,1.528,
VAHB,08,26,15.36175,75.08485,82.793,-0.666,3.459,4.896,
VAHS,05,23,22.37914,71.03975,48.072,0.631,-2.559,-1.105,
VAJB,06,24,23.1778,80.05205,58.355,0.245,-1.89,-0.708,
VAJL,09,27,20.96267,75.62767,93.795,0.156,3.638,5.047,
VAJM,06,24,22.4627,70.0071,61.497,0.703,0.794,2.236,
VAJM,12,30,22.46595,70.01165,116.602,0.703,-4.101,-2.659,
VAKE,05,23,23.1127,70.1003,50.165,0.813,-0.648,0.793,
VAKJ,01,19,24.8172,79.9186,13.356,0.49,2.866,4.038,
VAKS,05,23,21.3171,70.2704,50.072,0.49,-0.419,1.032,
VANP,14,32,21.0974,79.04305,143.185,0.008,3.177,4.433,
VAOZ,09,27,20.1191,73.9129,84.462,0.108,-5.646,-4.193,2009.82
VAPO,14,32,18.5794,73.92255,133.66,-0.133,-6.206,-4.748,1989.07
VAPR,09,27,21.6487,69.65725,88.162,0.58,-2.418,-0.978,
VARK,05,23,22.30915,70.7795,46.945,0.634,-3.688,-2.236,
VARP,06,24,21.1804,81.7388,58.499,-0.109,-1.392,-0.313,
VASD,09,27,19.68882,74.37701,88.347,0.019,-1.672,-0.226,
VAUD,08,26,24.6177,73.8961,81.66,0.855,0.805,2.224,
VC-0001,07,25,13.1443,-61.21085,60.755,-15.53,6.285,2.133,2002.47
VCBI,04,22,7.18075,79.8841,37.408,-1.851,-0.741,0.521,
VCCA,05,23,8.30149,80.4279,46.425,-1.671,-1.904,-0.687,
VCCC,04,22,6.822,79.88625,33.299,-1.904,-4.797,-3.532,
VCCG,07,25,7.33709,81.6259,65.006,-1.744,-3.25,-2.096,
VCCJ,05,23,9.7951,80.07289,45.683,-1.481,-2.836,-1.61,
VCCK,07,25,5.99369,80.32025,69.64,-2.004,1.644,2.898,
VCCN,11,29,6.55213,79.97755,108.293,-1.939,0.232,1.497,
VCCS,04,22,7.95666,80.7285,39.399,-1.705,1.105,2.307,
VCCT,06,24,8.53852,81.18185,59.349,-1.609,0.958,2.126,
VCCV,05,23,8.74139,80.49735,40.937,-1.609,-7.454,-6.245,
VCCW,07,25,6.25449,81.23515,68.741,-1.912,0.653,1.849,
VDBG,07,25,13.09555,103.2245,68.19,-0.686,-1.124,-1.864,
VDKH,18,36,12.25525,104.5635,182.594,-0.666,3.26,2.416,
VDPP,05,23,11.54655,104.844,46.213,-0.608,-3.18,-4.029,
VDST,02,20,13.53155,106.014,19.412,-0.891,0.303,-0.714,
VE-0210,16,34,9.28495,-68.39139,139.265,-12.541,-8.194,-15.001,
VE-0219,18,36,10.0015,-71.0837,180.0,-11.075,11.075,4.022,1981.59
VE-0223,10,28,10.1756,-70.0652,96.874,-11.662,8.535,1.632,1996.67
VE23,09,27,23.63145,86.9755,88.446,-0.128,-1.426,-0.793,
VE24,03,21,27.55285,95.57065,34.992,-0.744,5.736,5.537,1922.76
VE36,06,24,20.51175,83.44805,58.335,-0.261,-1.404,-0.453,
VE41,11,29,24.2019,86.2898,112.556,-0.028,2.584,3.275,
VE54,09,27,24.0193,84.0951,88.611,0.101,-1.49,-0.611,
VE62,04,22,20.54965,85.8863,42.173,-0.352,2.524,3.268,
VE67,10,28,28.60495,94.1236,103.966,-0.525,4.491,4.414,
VE85,13,31,23.09505,75.88525,127.557,0.478,-2.921,-1.537,
VE91,12,30,27.19355,97.0037,120.114,-0.942,1.056,0.726,
VE96,10,28,22.00165,78.9172,105.005,0.142,4.863,6.121,
VEAT,18,36,23.887,91.24045,184.343,-0.404,4.747,4.985,
VEAZ,01,19,23.7466,92.80275,7.686,-0.528,-1.785,-1.693,
VEBD,18,36,26.68125,88.32855,181.462,0.038,1.425,1.91,
VEBI,04,22,25.70365,91.97875,39.358,-0.38,-0.262,-0.105,
VEBK,13,31,23.6435,86.1489,130.965,-0.073,1.039,1.745,
VEBS,05,23,20.2443,85.81775,51.428,-0.377,1.805,2.555,
VEBU,17,35,21.9884,82.111,168.351,-0.027,-1.621,-0.574,
VECA,05,23,27.4622,95.11765,49.624,-0.685,0.308,0.153,
VECC,01R,19L,22.6585,88.4482,6.185,-0.298,-3.517,-3.013,
VECO,04,22,26.3305,89.4672,44.441,-0.1,4.541,4.926,
VEDB,07,25,23.8348,86.4254,71.844,-0.073,1.917,2.598,
VEDH,10,28,26.19327,85.91734,98.212,0.209,-1.997,-1.294,
VEDX,17,35,22.3395,87.21445,172.456,-0.255,2.711,3.329,
VEGK,11,29,26.73975,83.4497,113.033,0.489,2.544,3.442,
VEGT,02,20,26.1061,91.5859,22.777,-0.322,3.099,3.289,
VEGY,10,28,24.74435,84.95115,103.764,0.124,3.64,4.441,
VEHK,15,33,21.5797,84.00575,148.184,-0.169,-1.648,-0.747,
VEHX,11R,29L,26.69825,89.3691,106.222,-0.062,-3.716,-3.326,
VEIM,04,22,24.75995,93.8967,34.714,-0.595,-4.691,-4.708,
VEJH,06,24,21.91338,84.05121,62.781,-0.135,2.915,3.811,
VEJS,08,26,22.81315,86.16885,81.09,-0.155,1.245,1.954,
VEJT,04,22,26.73155,94.1755,44.54,-0.58,5.12,5.061,2015.51
VEKR,03,21,24.30815,92.00715,26.987,-0.444,-2.569,-2.405,
VEKU,06,24,24.9129,92.97875,56.825,-0.506,-2.669,-2.601,
VELP,17,35,23.8406,92.61975,171.36,-0.511,1.871,1.98,
VELR,04,22,27.2955,94.09765,42.699,-0.557,3.256,3.198,
VEMN,05,23,27.48385,95.0169,45.172,-0.671,-4.157,-4.303,
VEMR,12,30,25.88395,93.7716,117.951,-0.556,-1.493,-1.507,
VEMZ,10,28,26.1191,85.31365,104.84,0.252,4.588,5.344,
VENP,01,19,20.87005,82.51955,1.722,-0.181,-8.096,-7.074,
VEPH,15,33,23.47435,87.4275,149.496,-0.171,-0.333,0.26,
VEPI,02,20,22.781,88.35925,16.881,-0.283,-2.835,-2.323,
VEPT,07,25,25.59135,85.08795,68.388,0.21,-1.822,-1.041,
VEPU,09,27,25.7596,87.41,89.994,0.037,-0.042,0.535,
VERC,13,31,23.31465,85.3217,130.074,-0.055,0.129,0.909,
VERK,09,27,22.25665,84.81455,88.955,-0.137,-0.908,-0.078,
VETZ,05,23,26.70915,92.78475,44.399,-0.421,-5.18,-5.108,1968.62
VEUK,03,21,20.0974,83.1838,31.792,-0.296,2.089,3.062,
VEVZ,05,23,17.72115,83.2245,47.86,-0.554,-1.586,-0.611,
VEVZ,10,28,17.72315,83.23315,94.776,-0.554,-4.67,-3.695,
VEZO,18,36,27.5883,93.82805,183.254,-0.515,3.769,3.733,
VG40,16,34,36.88365,-79.8523,152.351,-8.827,1.178,-2.62,
VGBR,17,35,22.801,90.30115,173.87,-0.397,4.267,4.598,
VGCB,17,35,21.4522,91.96385,169.223,-0.551,-0.226,-0.045,
VGEG,05,23,22.2496,91.8133,48.273,-0.514,-1.213,-1.021,
VGHS,14,32,23.84336,90.3977,144.036,-0.344,4.38,4.698,
VGIS,15,33,24.1525,89.0494,153.893,-0.227,4.12,4.561,
VGJR,16,34,23.1838,89.1608,157.422,-0.303,-2.275,-1.839,
VGRJ,17,35,24.4372,88.61655,170.046,-0.174,0.219,0.699,
VGSD,16,34,25.75925,88.9089,159.496,-0.093,-0.411,0.031,
VGSY,11,29,24.9632,91.8668,112.966,-0.404,3.37,3.542,
VGTJ,17,35,23.77875,90.3827,164.584,-0.347,-5.069,-4.75,2012.28
VHHH,07C,25C,22.316,113.9135,71.012,-3.242,4.254,2.371,
VHHH,07L,25R,22.32669,113.89812,70.895,-3.241,4.136,2.254,
VHHH,07R,25L,22.30182,113.91541,70.874,-3.24,4.114,2.231,
VHSK,11,29,22.4366,114.0805,111.416,-3.293,4.71,2.813,
VI20,09,27,28.07705,76.205,89.393,1.318,-1.925,-0.623,
VI40,13,31,29.71415,77.03755,133.428,1.559,1.869,3.101,
VI43,05,23,29.3878,73.9039,50.39,1.763,-1.374,-0.03,
VI57,10,28,34.6526,77.37575,106.872,2.583,4.29,5.353,
VI65,02,20,34.52425,76.15595,22.084,2.702,-0.617,0.509,
VI66,13,31,32.9374,79.2132,137.18,1.975,5.205,6.232,1923.15
VI69,10,28,28.1067,75.37555,103.868,1.39,2.478,3.808,
VI70,11,29,28.34875,75.59365,110.633,1.419,-0.785,0.533,
VI71,16,34,30.82135,76.89175,156.395,1.793,-5.398,-4.188,2012.74
VI73,05,23,27.2083,73.71135,47.201,1.343,-4.142,-2.754,
VI75,09,27,26.5204,80.2329,92.882,0.725,2.157,3.285,
VI76,08,26,26.00005,78.2618,84.297,0.794,3.503,4.751,
VI82,16,34,30.5829,78.32335,158.121,1.603,-3.482,-2.334,
VI88,16,34,31.56,75.34135,160.524,2.101,-1.577,-0.326,
VI90,11,29,26.44755,82.56815,108.468,0.524,-2.056,-1.086,
VIAG,05,23,27.158,77.96145,45.977,1.011,-5.034,-3.79,2025.07
VIAG,12,30,27.1576,77.96085,115.998,1.011,-5.013,-3.769,2026.03
VIAH,11,29,27.86153,78.14518,109.954,1.118,-1.165,0.057,
VIAL,06,24,25.43815,81.73045,64.396,0.45,3.947,4.991,
VIAL,12,30,25.43825,81.73685,118.723,0.449,-1.726,-0.682,
VIAM,12L,30R,30.37165,76.81475,121.625,1.71,-0.085,1.14,
VIAR,16,34,31.7096,74.79725,157.464,2.187,-4.723,-3.457,
VIAW,12,30,33.87665,74.97565,123.923,2.677,1.246,2.443,
VIAX,13,31,31.43375,75.7588,132.904,2.033,0.871,2.111,
VIBK,05,23,28.0706,73.2072,44.609,1.549,-6.939,-5.557,
VIBL,09,27,26.98835,80.8931,92.079,0.743,1.336,2.415,
VIBR,16,34,31.8767,77.15435,158.661,1.986,-3.325,-2.157,
VIBT,13,31,30.27015,74.75575,130.693,1.877,-1.184,0.118,
VIBY,11,29,28.42205,79.45085,112.098,1.102,0.997,2.137,
VICX,09,27,26.40435,80.4142,88.866,0.693,-1.827,-0.707,
VIDD,12,30,28.5845,77.2058,125.587,1.329,4.258,5.509,
VIDF,14,32,29.59365,80.23925,142.632,1.228,1.404,2.47,
VIDP,09,27,28.57015,77.1025,91.559,1.335,0.224,1.48,
VIDP,10,28,28.56285,77.10365,104.641,1.334,3.307,4.563,
VIDP,11L,29R,28.54544,77.09003,103.649,1.331,-7.682,-6.426,
VIDP,11R,29L,28.54245,77.08751,103.637,1.331,-7.694,-6.437,
VIDX,09,27,28.7077,77.3589,90.457,1.338,-0.881,0.36,
VIGG,15,33,32.16515,76.2634,147.533,2.142,-4.609,-3.41,
VIGR,06,24,26.29335,78.22775,60.676,0.845,-0.169,1.077,
VIHX,13,31,30.74855,75.6298,131.142,1.899,-0.757,0.505,
VIJN,15,33,25.49115,78.55845,146.281,0.69,-4.409,-3.168,
VIJO,05,23,26.2511,73.04885,44.679,1.207,-6.528,-5.116,1950.65
VIJP,08,26,26.8242,75.8122,84.087,1.118,2.969,4.308,
VIJP,15,33,26.8293,75.7993,143.984,1.119,-7.136,-5.797,
VIJR,04,22,26.88865,70.86495,42.809,1.476,1.333,2.75,
VIJU,18,36,32.68915,74.8374,176.865,2.407,-5.542,-4.304,2010.75
VIKA,10,28,26.44145,80.3649,101.969,0.703,1.266,2.388,
VIKO,08,26,25.16025,75.8456,76.108,0.823,-4.714,-3.352,
VILD,12,30,30.8547,75.9526,118.975,1.891,-2.916,-1.669,
VILH,07L,25R,34.13585,77.5465,68.51,2.441,-3.931,-2.857,
VILK,09,27,26.7606,80.8893,89.072,0.709,-1.637,-0.554,
VIPK,01,19,32.23365,75.6346,9.14,2.222,-3.082,-1.86,
VIPL,15,33,30.31485,76.36445,148.434,1.74,-3.306,-2.061,
VIRB,09,27,26.24845,81.3805,89.623,0.593,-0.97,0.088,
VISA,05,23,29.56055,75.0061,52.981,1.708,1.274,2.585,
VISM,14,32,31.0818,77.068,146.025,1.829,4.196,5.391,
VISP,09,27,29.99395,77.4253,89.763,1.577,-1.814,-0.606,
VISR,13,31,33.98715,74.77425,136.379,2.727,3.652,4.854,
VIST,11,29,24.5623,80.85495,108.326,0.389,-2.063,-0.948,
VIUT,02,20,25.813,71.48225,20.331,1.226,-0.895,0.533,
VIUX,18,36,32.9022,75.1562,178.825,2.425,-3.599,-2.379,
VLHS,16,34,20.2573,100.4375,159.45,-1.068,0.518,-0.081,
VLLB,06,24,19.89725,102.161,60.834,-1.195,2.03,1.273,
VLPV,14,32,19.4549,103.218,138.329,-1.26,-0.411,-1.263,
VLSK,04,22,16.5566,104.7595,37.293,-1.12,-1.587,-2.545,
VLSN,08,26,20.41835,104.0665,77.493,-1.441,-1.066,-2.009,
VLVT,13,31,17.98834,102.56326,135.232,-1.074,6.306,5.535,1916.72
VLXK,07,25,19.4478,103.157,72.447,-1.253,3.7,2.854,
VMI,17,35,-22.159,-57.9425,158.635,-16.361,4.995,-3.714,
VMMC,16,34,22.14865,113.5915,159.421,-3.155,2.576,0.721,
VN-0010,08,26,10.227,103.9675,79.167,-0.449,-0.384,-1.107,
VN-0070,12,30,12.22745,109.1925,120.527,-1.003,1.53,0.224,
VNBW,10,28,27.50477,83.41081,98.791,0.596,-1.805,-0.916,
VNCG,10,28,26.5708,88.07955,100.587,0.052,0.535,1.044,
VNJP,09,27,26.7088,85.9224,91.275,0.266,1.009,1.706,
VNKT,02,20,27.6966,85.3591,21.616,0.434,1.182,1.911,
VNLK,06,24,27.68685,86.72947,59.627,0.296,-0.668,-0.055,
VNNG,08,26,28.10365,81.667,81.139,0.846,0.294,1.299,
VNPK,04,22,28.20085,83.98205,39.206,0.636,-1.43,-0.598,
VNSI,01,19,27.15945,84.98015,12.034,0.405,1.628,2.398,
VNVT,09,27,26.48145,87.26405,92.111,0.119,1.992,2.574,
VO26,17,35,9.15389,77.82115,163.512,-1.619,-4.869,-3.523,
VO52,06,24,14.53505,75.7874,59.449,-0.808,0.256,1.673,
VO94,05,23,7.01305,93.92285,46.538,-0.722,-2.74,-2.512,
VOAR,06,24,13.0712,79.6912,58.839,-1.059,-0.102,1.134,
